shipment_id,source_hub,destination_hub,intermediate_hub,corridor,route_id,route_type,vehicle_type,route_distance,traffic_level,weather_condition,congestion_score,num_stops,hub_load,hub_capacity,shipment_priority,time_of_day,day_of_week,actual_delivery_time,promised_delivery_time,delivery_time_hrs,delay_minutes,sla_breach,shipment_datetime
SHP00814,Hyderabad,Ahmedabad,,General Network,Hyderabad_Ahmedabad,Highway,FTL Truck,1780,0.13,Heavy Rain,0.298,3,0.55,3800,Economy,Afternoon,Friday,51.505,30.101,51.505,1755.3,0,2024-02-02 14:00:00
SHP00815,Chandigarh,Pune,Indore,General Network,Chandigarh_Pune,Rural,Carting Vehicle,296,0.31,Clear,0.41,0,0.56,1000,Same-Day,Afternoon,Thursday,10.159,13.328,10.159,83.3,0,2024-01-25 15:00:00
SHP00816,Patna,Coimbatore,Vizag,General Network,Patna_Coimbatore,Mixed,Express Van,1526,0.75,Cloudy,0.702,2,0.63,1100,Same-Day,Afternoon,Wednesday,34.055,24.0,34.055,716.3,1,2024-06-26 15:00:00
SHP00817,Vizag,Bhopal,,General Network,Vizag_Bhopal,Rural,Container,2019,0.33,,0.322,2,0.31,850,Standard,Midday,Saturday,121.415,71.645,121.415,4117.8,1,2024-11-16 10:00:00
SHP00818,Vizag,Kolkata,,General Network,Vizag_Kolkata,Mixed,Mini Truck,2167,0.17,Cloudy,0.318,0,0.54,850,Express,Midday,Tuesday,46.536,48.0,46.536,384.4,0,2024-10-08 11:00:00
SHP00819,Surat,Coimbatore,Pune,General Network,Surat_Coimbatore,Highway,Container,1702,0.94,Rain,0.812,6,0.62,1800,Same-Day,Evening Rush,Monday,54.857,24.0,54.857,1789.7,1,2024-11-25 20:00:00
SHP00820,Mumbai,Vizag,Surat,General Network,Mumbai_Vizag,Highway,FTL Truck,1762,0.73,Heavy Rain,0.618,6,0.45,5000,Express,Morning Rush,Sunday,60.104,30.019,60.104,2284.7,1,2024-04-07 06:00:00
SHP00821,Chennai,Ahmedabad,,General Network,Chennai_Ahmedabad,City Road,FTL Truck,1569,0.33,Storm,0.582,3,0.96,3500,Standard,Evening Rush,Wednesday,126.162,60.492,126.162,4880.0,1,2024-11-13 21:00:00
SHP00822,Kochi,Delhi,,General Network,Kochi_Delhi,Expressway,Express Van,1685,0.42,Clear,0.412,3,0.4,800,Economy,Evening Rush,Friday,24.983,23.399,24.983,573.6,0,2024-06-28 21:00:00
SHP00823,Indore,Delhi,Chandigarh,General Network,Indore_Delhi,Expressway,Express Van,494,0.59,Clear,0.462,5,0.27,1400,Economy,Evening Rush,Wednesday,8.982,8.17,8.982,267.6,0,2024-10-09 20:00:00
SHP00824,Chennai,Mumbai,,General Network,Chennai_Mumbai,City Road,Container,1241,0.5,Fog,0.54,3,0.6,3500,Standard,Afternoon,Thursday,89.2,57.843,89.2,2849.1,1,2024-01-25 14:00:00
SHP00825,Coimbatore,Chandigarh,,General Network,Coimbatore_Chandigarh,City Road,Carting Vehicle,538,0.14,Heavy Rain,0.356,3,0.68,900,Same-Day,Midday,Saturday,36.508,24.0,36.508,960.8,1,2024-11-30 11:00:00
SHP00826,Delhi,Surat,,General Network,Delhi_Surat,City Road,Container,561,0.86,Cloudy,0.668,3,0.38,4800,Same-Day,Morning Rush,Tuesday,30.775,24.0,30.775,715.1,1,2024-11-05 06:00:00
SHP00827,Nagpur,Patna,,General Network,Nagpur_Patna,Highway,Container,1902,0.2,Storm,0.352,2,0.58,1600,Same-Day,Evening Rush,Saturday,62.349,24.0,62.349,2062.7,1,2024-08-31 18:00:00
SHP00828,Ahmedabad,Hyderabad,,General Network,Ahmedabad_Hyderabad,Highway,FTL Truck,2339,0.61,Clear,0.658,3,0.73,2600,Express,Midday,Monday,42.161,42.892,42.161,775.4,0,2024-12-02 11:00:00
SHP00829,Chennai,Kochi,,General Network,Chennai_Kochi,Highway,Carting Vehicle,148,0.37,Cloudy,0.542,3,0.8,3500,Express,Afternoon,Friday,5.257,6.549,5.257,167.4,0,2024-01-05 15:00:00
SHP00830,Hyderabad,Nagpur,,General Network,Hyderabad_Nagpur,City Road,Carting Vehicle,496,0.7,Heavy Rain,0.652,1,0.58,3800,Express,Midday,Tuesday,50.076,27.729,50.076,1870.8,1,2024-02-06 10:00:00
SHP00831,Coimbatore,Hyderabad,Indore,General Network,Coimbatore_Hyderabad,Highway,Container,1575,0.25,Heavy Rain,0.43,3,0.7,900,Standard,Morning Rush,Sunday,52.01,32.392,52.01,1730.9,0,2024-07-21 06:00:00
SHP00832,Indore,Chandigarh,,General Network,Indore_Chandigarh,Mixed,Mini Truck,739,0.65,Cloudy,0.722,3,0.83,1400,Express,Morning Rush,Friday,22.755,21.883,22.755,544.2,0,2024-08-09 06:00:00
SHP00833,Vizag,Bangalore,,General Network,Vizag_Bangalore,City Road,Express Van,1497,0.35,Storm,0.378,5,0.42,850,Standard,Evening Rush,Friday,107.969,51.23,107.969,4246.6,1,2024-09-06 18:00:00
SHP00834,Kochi,Vizag,,General Network,Kochi_Vizag,Mixed,Mini Truck,2295,0.4,Fog,0.54,2,0.75,800,Express,Afternoon,Saturday,78.324,48.0,78.324,2149.4,1,2024-05-18 15:00:00
SHP00835,Ahmedabad,Nagpur,Bhopal,General Network,Ahmedabad_Nagpur,Rural,Express Van,2226,0.98,Cloudy,0.728,2,0.35,2600,Express,Afternoon,Tuesday,78.516,48.0,78.516,2130.1,1,2024-03-12 15:00:00
SHP00836,Vizag,Kochi,,General Network,Vizag_Kochi,Rural,Container,1313,0.57,Cloudy,0.458,5,0.29,850,Economy,Midday,Friday,63.094,48.159,63.094,1726.1,0,2024-06-21 11:00:00
SHP00837,Chandigarh,Nagpur,Jaipur,General Network,Chandigarh_Nagpur,City Road,Express Van,695,0.94,Heavy Rain,0.792,2,0.57,1000,Economy,Morning Rush,Tuesday,62.718,27.383,62.718,2727.0,0,2024-01-02 08:00:00
SHP00838,Chandigarh,Patna,Kolkata,General Network,Chandigarh_Patna,Mixed,Container,1871,0.61,Fog,0.51,0,0.36,1000,Same-Day,Afternoon,Wednesday,69.881,24.0,69.881,1991.7,1,2024-07-17 16:00:00
SHP00839,Chennai,Indore,Jaipur,General Network,Chennai_Indore,Highway,Express Van,499,,Clear,0.372,1,0.63,3500,Standard,Afternoon,Friday,7.391,9.402,7.391,118.0,0,2024-11-15 14:00:00
SHP00840,Ahmedabad,Jaipur,,General Network,Ahmedabad_Jaipur,Mixed,Container,2384,0.42,Fog,0.408,0,0.39,2600,Same-Day,Midday,Monday,79.889,24.0,79.889,1988.6,1,2024-07-15 12:00:00
SHP00841,Mumbai,Pune,,Mumbai-Pune Expressway,Mumbai_Pune,Highway,Mini Truck,1000,0.21,Fog,0.286,3,0.4,5000,Same-Day,Afternoon,Thursday,22.061,19.485,22.061,490.3,0,2024-05-02 15:00:00
SHP00842,Vadodara,Indore,,General Network,Vadodara_Indore,Expressway,FTL Truck,1901,0.86,Cloudy,0.728,3,0.53,750,Express,Morning Rush,Saturday,36.105,29.474,36.105,965.7,0,2024-07-13 06:00:00
SHP00843,Jaipur,Pune,Indore,General Network,Jaipur_Pune,Expressway,Express Van,1929,0.12,Heavy Rain,0.316,3,0.61,2200,Same-Day,Evening Rush,Wednesday,31.292,24.0,31.292,818.1,1,2024-03-27 18:00:00
SHP00844,Nagpur,Bhopal,,General Network,Nagpur_Bhopal,Rural,Carting Vehicle,2402,0.44,Cloudy,0.624,0,0.9,1600,Same-Day,Evening Rush,Friday,90.743,24.0,90.743,1174.4,1,2024-01-12 18:00:00
SHP00845,Nagpur,Bhopal,,General Network,Nagpur_Bhopal,Highway,Mini Truck,1520,0.92,Heavy Rain,0.66,2,0.27,1600,Economy,Night,Saturday,74.816,29.321,74.816,3222.3,0,2024-10-26 22:00:00
SHP00846,Pune,Delhi,Chandigarh,General Network,Pune_Delhi,Expressway,Carting Vehicle,2347,0.18,Rain,0.48,0,0.93,2800,Standard,Afternoon,Sunday,53.886,44.843,53.886,1256.8,0,2024-03-17 15:00:00
SHP00847,Jaipur,Kolkata,,General Network,Jaipur_Kolkata,City Road,Carting Vehicle,329,0.57,Heavy Rain,0.498,0,0.39,2200,Same-Day,Evening Rush,Monday,29.106,17.997,29.106,994.4,1,2024-10-07 21:00:00
SHP00848,Kolkata,Jaipur,,General Network,Kolkata_Jaipur,Highway,FTL Truck,846,0.8,Cloudy,0.648,6,0.42,3200,Standard,Midday,Monday,20.701,17.791,20.701,607.5,0,2024-04-01 10:00:00
SHP00849,Kolkata,Jaipur,,General Network,Kolkata_Jaipur,Highway,Express Van,337,0.56,Rain,0.424,4,0.22,3200,Express,Afternoon,Sunday,8.003,9.209,8.003,260.4,0,2024-07-07 14:00:00
SHP00850,Patna,Kolkata,,Eastern Corridor,Patna_Kolkata,Highway,Carting Vehicle,1633,0.68,Storm,0.728,0,0.8,1100,Express,Evening Rush,Thursday,85.955,39.577,85.955,3524.3,1,2024-12-12 18:00:00
SHP00851,Indore,Vizag,,General Network,Indore_Vizag,Expressway,Container,1142,0.62,Storm,0.72,3,0.87,1400,Same-Day,Afternoon,Wednesday,41.685,19.531,41.685,1652.5,1,2024-02-07 17:00:00
SHP00852,Chennai,Patna,,General Network,Chennai_Patna,Expressway,Express Van,158,0.12,Heavy Rain,0.308,6,0.59,3500,Same-Day,Midday,Tuesday,4.959,3.469,4.959,210.8,0,2024-10-29 10:00:00
SHP00853,Lucknow,Bhopal,Delhi,General Network,Lucknow_Bhopal,City Road,Carting Vehicle,2019,0.91,Cloudy,0.706,3,0.4,2000,Standard,Morning Rush,Friday,147.934,72.0,147.934,4261.2,1,2024-03-15 09:00:00
SHP00854,Nagpur,Chandigarh,Lucknow,General Network,Nagpur_Chandigarh,Expressway,FTL Truck,2369,0.64,Storm,0.576,4,0.48,1600,Economy,Afternoon,Sunday,95.019,36.807,95.019,4204.9,0,2024-02-04 17:00:00
SHP00855,Coimbatore,Kolkata,Kochi,General Network,Coimbatore_Kolkata,Highway,Container,2237,0.34,Clear,0.292,1,0.22,900,Express,Afternoon,Saturday,39.003,46.253,39.003,366.4,0,2024-05-25 17:00:00
SHP00856,Kochi,Chennai,,General Network,Kochi_Chennai,Expressway,Container,2431,0.13,Heavy Rain,0.406,5,0.82,800,Economy,Afternoon,Friday,68.991,43.869,68.991,2333.2,0,2024-07-12 16:00:00
SHP00857,Patna,Jaipur,,General Network,Patna_Jaipur,City Road,FTL Truck,253,0.66,Cloudy,0.564,1,0.42,1100,Express,Evening Rush,Monday,12.212,12.067,12.212,299.0,0,2024-03-18 19:00:00
SHP00858,Jaipur,Pune,,General Network,Jaipur_Pune,Highway,FTL Truck,1006,0.34,Clear,0.44,0,0.59,2200,Express,Morning Rush,Wednesday,15.474,20.038,15.474,174.0,0,2024-02-28 08:00:00
SHP00859,Surat,Indore,,General Network,Surat_Indore,Expressway,Express Van,2227,0.57,Rain,0.634,6,0.73,1800,Same-Day,Afternoon,Sunday,38.919,24.0,38.919,1112.1,1,2024-05-19 16:00:00
SHP00860,Lucknow,Coimbatore,Bhopal,General Network,Lucknow_Coimbatore,Expressway,Express Van,991,0.2,Clear,0.248,1,0.32,2000,Same-Day,Night,Friday,10.043,13.187,10.043,58.3,0,2024-10-04 22:00:00
SHP00861,Bhopal,Vadodara,,General Network,Bhopal_Vadodara,Rural,Carting Vehicle,371,0.25,Rain,0.382,5,0.58,1200,Standard,Afternoon,Tuesday,20.915,16.947,20.915,595.3,0,2024-01-16 16:00:00
SHP00862,Chennai,Surat,,General Network,Chennai_Surat,City Road,Mini Truck,1061,0.63,Heavy Rain,0.586,6,0.52,3500,Economy,Afternoon,Saturday,104.622,46.132,104.622,4256.3,0,2024-11-02 16:00:00
SHP00863,Bangalore,Hyderabad,,General Network,Bangalore_Hyderabad,Highway,Carting Vehicle,705,0.59,Clear,0.59,0,0.59,4200,Standard,Afternoon,Tuesday,18.271,17.742,18.271,391.3,0,2024-12-17 17:00:00
SHP00864,Bangalore,Delhi,Nagpur,General Network,Bangalore_Delhi,City Road,FTL Truck,92,0.14,Rain,0.352,0,0.67,4200,Same-Day,Morning Rush,Sunday,5.055,7.714,5.055,145.6,0,2024-09-08 09:00:00
SHP00865,Vadodara,Coimbatore,,General Network,Vadodara_Coimbatore,Highway,Carting Vehicle,756,0.16,Fog,0.368,2,0.68,750,Same-Day,Midday,Friday,19.303,20.789,19.303,402.2,0,2024-12-06 11:00:00
SHP00866,Patna,Nagpur,Chennai,General Network,Patna_Nagpur,Mixed,Mini Truck,1366,0.48,Rain,0.664,6,0.94,1100,Same-Day,Morning Rush,Friday,44.074,24.0,44.074,1126.6,1,2024-01-19 08:00:00
SHP00867,Hyderabad,Chennai,,Deccan-Southern Corridor,Hyderabad_Chennai,Expressway,FTL Truck,2467,0.35,Cloudy,0.398,2,0.47,3800,Express,Afternoon,Wednesday,35.219,38.529,35.219,555.0,0,2024-10-09 15:00:00
SHP00868,Pune,Coimbatore,,General Network,Pune_Coimbatore,Highway,Mini Truck,1136,0.27,Rain,0.262,0,0.25,2800,Express,Afternoon,Monday,25.261,24.144,25.261,569.0,0,2024-07-22 16:00:00
SHP00869,Surat,Patna,,General Network,Surat_Patna,Rural,FTL Truck,1788,0.88,Fog,0.66,2,0.33,1800,Express,Evening Rush,Tuesday,94.989,48.0,94.989,3315.3,1,2024-11-05 21:00:00
SHP00870,Pune,Kolkata,Kochi,General Network,Pune_Kolkata,Expressway,Express Van,1461,0.74,Clear,0.78,2,0.84,2800,Standard,Midday,Saturday,23.32,22.262,23.32,596.8,0,2024-04-13 12:00:00
SHP00871,Jaipur,Vizag,,General Network,Jaipur_Vizag,Expressway,Mini Truck,1980,0.79,Fog,0.79,0,0.79,2200,Express,Morning Rush,Saturday,52.979,32.436,52.979,1789.3,1,2024-07-27 08:00:00
SHP00872,Bhopal,Chandigarh,Ahmedabad,General Network,Bhopal_Chandigarh,Mixed,Express Van,1311,0.85,Fog,0.662,2,0.38,1200,Express,Afternoon,Sunday,45.293,28.018,45.293,1577.6,0,2024-07-21 14:00:00
SHP00873,Delhi,Jaipur,,NCR-Rajasthan Corridor,Delhi_Jaipur,Expressway,FTL Truck,1234,0.49,Cloudy,0.682,6,0.97,4800,Economy,Afternoon,Saturday,25.651,21.697,25.651,759.7,0,2024-11-23 15:00:00
SHP00874,Delhi,Coimbatore,Jaipur,General Network,Delhi_Coimbatore,Mixed,FTL Truck,2397,0.87,Cloudy,0.898,3,0.94,4800,Same-Day,Morning Rush,Wednesday,65.374,24.0,65.374,1525.5,1,2024-08-07 08:00:00
SHP00875,Chandigarh,Mumbai,Kolkata,General Network,Chandigarh_Mumbai,Highway,Carting Vehicle,769,0.69,Cloudy,0.71,3,0.74,1000,Same-Day,Morning Rush,Friday,20.442,18.9,20.442,457.5,0,2024-10-04 08:00:00
SHP00876,Chennai,Mumbai,Hyderabad,General Network,Chennai_Mumbai,City Road,Carting Vehicle,2163,0.2,Clear,0.344,0,0.56,3500,Same-Day,Morning Rush,Wednesday,81.995,24.0,81.995,0.0,1,2024-05-22 08:00:00
SHP00877,Nagpur,Kolkata,Patna,General Network,Nagpur_Kolkata,Expressway,FTL Truck,437,0.92,Cloudy,0.832,6,0.7,1600,Same-Day,Afternoon,Tuesday,9.094,7.757,9.094,269.6,0,2024-11-19 17:00:00
SHP00878,Bhopal,Chennai,Indore,General Network,Bhopal_Chennai,Mixed,Carting Vehicle,368,0.27,Heavy Rain,0.446,6,0.71,1200,Express,Evening Rush,Saturday,20.124,14.754,20.124,716.8,0,2024-10-12 20:00:00
SHP00879,Pune,Delhi,,General Network,Pune_Delhi,Highway,FTL Truck,1626,0.61,,0.45,5,0.21,2800,Express,Night,Monday,52.574,27.763,52.574,1934.9,1,2024-02-19 22:00:00
SHP00880,Chennai,Vadodara,,General Network,Chennai_Vadodara,City Road,Container,609,1.0,Heavy Rain,0.912,2,0.78,3500,Economy,Afternoon,Sunday,76.06,30.164,76.06,3335.4,0,2024-05-05 15:00:00
SHP00881,Bhopal,Lucknow,,General Network,Bhopal_Lucknow,Highway,Express Van,1161,0.7,Clear,0.82,5,1.0,1200,Standard,Morning Rush,Friday,23.462,21.306,23.462,650.6,0,2024-07-05 08:00:00
SHP00882,Lucknow,Patna,Chennai,General Network,Lucknow_Patna,Highway,Express Van,2268,0.27,Clear,0.27,1,0.27,2000,Same-Day,Afternoon,Wednesday,25.337,24.0,25.337,41.1,1,2024-05-15 16:00:00
SHP00883,Kolkata,Vadodara,,General Network,Kolkata_Vadodara,City Road,Carting Vehicle,2367,0.14,Fog,0.264,6,0.45,3200,Standard,Afternoon,Sunday,153.348,72.0,153.348,3790.6,1,2024-10-06 15:00:00
SHP00884,Lucknow,Chennai,Bhopal,General Network,Lucknow_Chennai,Expressway,Mini Truck,301,0.18,Clear,0.296,5,0.47,2000,Same-Day,Evening Rush,Saturday,4.525,7.93,4.525,60.3,0,2024-02-24 21:00:00
SHP00885,Indore,Kochi,Hyderabad,General Network,Indore_Kochi,Highway,Container,436,0.95,Rain,0.938,1,0.92,1400,Express,Evening Rush,Tuesday,15.295,11.859,15.295,533.0,0,2024-01-09 21:00:00
SHP00886,Kolkata,Vizag,Kochi,General Network,Kolkata_Vizag,City Road,Container,879,0.89,Heavy Rain,0.798,5,0.66,3200,Standard,Evening Rush,Saturday,92.987,40.254,92.987,3806.5,1,2024-12-07 18:00:00
SHP00887,Lucknow,Indore,,General Network,Lucknow_Indore,City Road,Container,616,0.36,Heavy Rain,0.376,6,0.4,2000,Economy,Midday,Thursday,56.014,30.281,56.014,2118.5,0,2024-05-09 10:00:00
SHP00888,Kochi,Chennai,,General Network,Kochi_Chennai,City Road,Carting Vehicle,400,1.0,Cloudy,0.92,5,0.8,800,Standard,Morning Rush,Monday,31.947,24.647,31.947,1002.5,0,2024-10-21 06:00:00
SHP00889,Chennai,Mumbai,Bhopal,General Network,Chennai_Mumbai,Expressway,Carting Vehicle,607,0.5,Clear,0.428,5,0.32,3500,Same-Day,Midday,Saturday,11.673,13.849,11.673,189.2,0,2024-04-13 10:00:00
SHP00890,Pune,Jaipur,Chennai,General Network,Pune_Jaipur,Expressway,Mini Truck,732,0.14,Heavy Rain,0.164,3,0.2,2800,Same-Day,Afternoon,Wednesday,15.754,15.123,15.754,431.6,0,2024-09-25 15:00:00
SHP00891,Lucknow,Hyderabad,,General Network,Lucknow_Hyderabad,Rural,Mini Truck,2253,0.79,Rain,0.706,6,0.58,2000,Express,Evening Rush,Tuesday,119.48,48.0,119.48,3831.0,1,2024-05-21 21:00:00
SHP00892,Jaipur,Kolkata,Bhopal,General Network,Jaipur_Kolkata,Expressway,Carting Vehicle,1669,0.12,Cloudy,0.228,3,0.39,2200,Economy,Morning Rush,Friday,33.27,34.019,33.27,590.7,0,2024-03-15 09:00:00
SHP00893,Coimbatore,Jaipur,,General Network,Coimbatore_Jaipur,Highway,Mini Truck,1086,0.12,Rain,0.332,0,0.65,900,Same-Day,Night,Monday,20.826,24.0,20.826,344.6,0,2024-10-21 22:00:00
SHP00894,Chandigarh,Vizag,Jaipur,General Network,Chandigarh_Vizag,Highway,Express Van,2427,0.79,Cloudy,0.802,3,0.82,1000,Standard,Evening Rush,Wednesday,48.346,35.728,48.346,1317.9,0,2024-06-05 19:00:00
SHP00895,Kochi,Pune,,General Network,Kochi_Pune,Expressway,FTL Truck,1412,0.44,Storm,0.544,1,0.7,800,Same-Day,Morning Rush,Thursday,38.656,22.295,38.656,1427.5,1,2024-08-08 06:00:00
SHP00896,Chennai,Vadodara,,General Network,Chennai_Vadodara,City Road,FTL Truck,383,0.28,Cloudy,0.38,5,0.53,3500,Economy,Midday,Sunday,18.936,16.991,18.936,479.6,0,2024-03-10 13:00:00
SHP00897,Pune,Indore,Lucknow,General Network,Pune_Indore,Highway,FTL Truck,1935,0.93,Clear,0.77,2,0.53,2800,Same-Day,Midday,Saturday,36.965,24.0,36.965,766.6,1,2024-11-02 13:00:00
SHP00898,Vizag,Kolkata,,General Network,Vizag_Kolkata,Highway,Mini Truck,2481,0.9,Heavy Rain,0.652,4,0.28,850,Express,Afternoon,Thursday,100.19,47.504,100.19,3943.9,1,2024-06-27 17:00:00
SHP00899,Vizag,Kolkata,,General Network,Vizag_Kolkata,Highway,Container,736,0.12,Storm,0.24,1,0.42,850,Standard,Morning Rush,Friday,27.105,15.601,27.105,976.9,0,2024-08-23 07:00:00
SHP00900,Ahmedabad,Hyderabad,Delhi,General Network,Ahmedabad_Hyderabad,Highway,Express Van,1857,0.66,Clear,0.756,2,0.9,2600,Express,Morning Rush,Friday,30.582,27.876,30.582,623.8,0,2024-07-12 06:00:00
SHP00901,Vizag,Kolkata,,General Network,Vizag_Kolkata,Expressway,Carting Vehicle,1874,0.29,Clear,0.302,0,0.32,850,Standard,Afternoon,Saturday,32.51,38.728,32.51,372.5,0,2024-09-28 16:00:00
SHP00902,Kolkata,Kochi,,General Network,Kolkata_Kochi,Mixed,Mini Truck,1243,0.25,Cloudy,0.498,3,0.87,3200,Economy,Midday,Thursday,35.024,33.858,35.024,720.3,0,2024-01-11 12:00:00
SHP00903,Indore,Kochi,Ahmedabad,General Network,Indore_Kochi,Expressway,Carting Vehicle,2272,0.91,Clear,0.698,5,,1400,Standard,Night,Sunday,57.003,45.721,57.003,1506.9,0,2024-01-28 22:00:00
SHP00904,Hyderabad,Jaipur,,General Network,Hyderabad_Jaipur,Highway,Carting Vehicle,2286,0.59,,0.462,4,0.27,3800,Standard,Morning Rush,Monday,85.078,51.075,85.078,2818.7,1,2024-04-01 07:00:00
SHP00905,Pune,Hyderabad,,General Network,Pune_Hyderabad,City Road,Container,2324,0.23,Storm,0.358,3,0.55,2800,Standard,Morning Rush,Tuesday,205.32,72.0,205.32,7632.1,1,2024-01-16 07:00:00
SHP00906,Mumbai,Delhi,Bangalore,Western Corridor,Mumbai_Delhi,Highway,Carting Vehicle,417,0.78,Clear,0.808,4,0.85,5000,Same-Day,Afternoon,Monday,12.26,13.256,12.26,318.6,0,2024-08-12 17:00:00
SHP00907,Hyderabad,Indore,Surat,General Network,Hyderabad_Indore,Rural,Container,737,0.68,Heavy Rain,0.728,2,0.8,3800,Standard,Morning Rush,Tuesday,54.611,27.197,54.611,2120.6,0,2024-09-24 08:00:00
SHP00908,Coimbatore,Delhi,Kochi,General Network,Coimbatore_Delhi,Rural,FTL Truck,280,0.56,Heavy Rain,0.564,0,0.57,900,Economy,Afternoon,Thursday,18.628,10.6,18.628,744.4,0,2024-11-21 16:00:00
SHP00909,Jaipur,Vizag,,General Network,Jaipur_Vizag,City Road,Container,1215,0.21,Heavy Rain,0.338,6,0.53,2200,Economy,Evening Rush,Tuesday,98.06,57.379,98.06,3433.2,0,2024-10-22 18:00:00
SHP00910,Vizag,Delhi,Chennai,General Network,Vizag_Delhi,Expressway,Carting Vehicle,2395,0.32,Clear,0.464,4,0.68,850,Economy,Night,Friday,49.459,44.766,49.459,950.7,0,2024-11-15 22:00:00
SHP00911,Delhi,Lucknow,,UP Corridor,Delhi_Lucknow,Highway,Express Van,2247,0.85,Clear,0.63,4,0.3,4800,Economy,Evening Rush,Friday,47.859,34.941,47.859,1406.1,0,2024-08-30 21:00:00
SHP00912,Ahmedabad,Vizag,,General Network,Ahmedabad_Vizag,City Road,Container,718,0.68,Heavy Rain,0.616,1,0.52,2600,Express,Night,Thursday,62.317,35.086,62.317,2291.0,1,2024-03-28 22:00:00
SHP00913,Lucknow,Patna,Bhopal,General Network,Lucknow_Patna,Rural,Carting Vehicle,1621,0.89,Cloudy,0.858,1,0.81,2000,Standard,Evening Rush,Sunday,91.49,65.286,91.49,2607.6,1,2024-01-21 18:00:00
SHP00914,Kolkata,Indore,,General Network,Kolkata_Indore,Rural,Carting Vehicle,1612,0.46,Rain,0.428,5,0.38,3200,Standard,Morning Rush,Friday,93.496,63.859,93.496,2744.0,1,2024-01-12 08:00:00
SHP00915,Lucknow,Patna,,General Network,Lucknow_Patna,Rural,Carting Vehicle,2164,0.76,Rain,0.652,4,0.49,2000,Standard,Morning Rush,Sunday,145.69,72.0,145.69,4894.3,1,2024-12-22 07:00:00
SHP00916,Surat,Delhi,Jaipur,General Network,Surat_Delhi,Rural,Express Van,1546,,Storm,0.558,1,0.93,1800,Standard,Morning Rush,Saturday,83.877,41.097,83.877,3240.2,1,2024-12-28 09:00:00
SHP00917,Hyderabad,Chennai,,Deccan-Southern Corridor,Hyderabad_Chennai,Highway,Container,2312,0.52,Clear,0.672,0,0.9,3800,Economy,Midday,Saturday,54.197,45.992,54.197,1211.8,0,2024-04-20 10:00:00
SHP00918,Surat,Ahmedabad,,General Network,Surat_Ahmedabad,Highway,FTL Truck,2179,0.96,Heavy Rain,0.948,4,0.93,1800,Standard,Night,Saturday,88.926,37.966,88.926,3701.3,1,2024-08-24 22:00:00
SHP00919,Vizag,Coimbatore,,General Network,Vizag_Coimbatore,Highway,Carting Vehicle,2486,0.84,Clear,0.904,0,1.0,850,Express,Midday,Sunday,64.105,48.0,64.105,1360.3,1,2024-01-07 13:00:00
SHP00920,Surat,Coimbatore,,General Network,Surat_Coimbatore,Expressway,Container,131,0.21,Rain,0.438,3,0.78,1800,Same-Day,Midday,Wednesday,3.987,5.548,3.987,141.9,0,2024-06-26 10:00:00
SHP00921,Bangalore,Surat,Pune,General Network,Bangalore_Surat,Mixed,Container,2306,0.68,Clear,0.672,0,0.66,4200,Standard,Midday,Saturday,69.838,62.127,69.838,1477.4,0,2024-07-27 12:00:00
SHP00922,Pune,Vizag,,General Network,Pune_Vizag,City Road,Mini Truck,473,0.35,Clear,0.398,0,0.47,2800,Express,Midday,Thursday,18.326,23.95,18.326,198.6,0,2024-05-30 10:00:00
SHP00923,Bhopal,Delhi,,General Network,Bhopal_Delhi,Rural,Express Van,1865,0.31,Storm,0.566,3,0.95,1200,Standard,Midday,Monday,100.574,51.236,100.574,3872.1,1,2024-01-22 12:00:00
SHP00924,Delhi,Vizag,,General Network,Delhi_Vizag,City Road,Mini Truck,215,0.9,Rain,0.648,6,0.27,4800,Economy,Morning Rush,Thursday,19.827,11.155,19.827,780.1,0,2024-04-18 09:00:00
SHP00925,Pune,Lucknow,,General Network,Pune_Lucknow,Rural,Mini Truck,556,0.56,Rain,0.476,4,0.35,2800,Standard,Night,Wednesday,29.762,19.417,29.762,962.0,0,2024-04-17 22:00:00
SHP00926,Lucknow,Delhi,Bangalore,UP Corridor,Lucknow_Delhi,Highway,Container,895,0.1,Cloudy,0.308,3,0.62,2000,Same-Day,Night,Tuesday,14.335,20.779,14.335,70.4,0,2024-10-08 22:00:00
SHP00927,Pune,Jaipur,,General Network,Pune_Jaipur,Rural,FTL Truck,191,,Fog,0.314,5,0.5,2800,Standard,Afternoon,Tuesday,10.467,6.777,10.467,373.3,0,2024-05-28 15:00:00
SHP00928,Mumbai,Chandigarh,Kochi,General Network,Mumbai_Chandigarh,Rural,Mini Truck,1842,0.78,Fog,0.772,4,0.76,5000,Express,Evening Rush,Friday,104.065,48.0,104.065,3515.0,1,2024-05-31 20:00:00
SHP00929,Lucknow,Hyderabad,Jaipur,General Network,Lucknow_Hyderabad,Mixed,Container,1286,0.32,Rain,0.376,0,0.46,2000,Economy,Midday,Saturday,49.816,37.208,49.816,1476.0,0,2024-03-30 12:00:00
SHP00930,Lucknow,Hyderabad,Ahmedabad,General Network,Lucknow_Hyderabad,Expressway,Mini Truck,2026,0.66,Heavy Rain,0.484,4,0.22,2000,Standard,Evening Rush,Tuesday,66.362,34.86,66.362,2560.0,0,2024-01-16 20:00:00
SHP00931,Lucknow,Kochi,,General Network,Lucknow_Kochi,City Road,Express Van,1112,0.7,Fog,0.692,2,0.68,2000,Express,Afternoon,Tuesday,60.934,40.839,60.934,1998.4,1,2024-01-02 17:00:00
